easom,3.07742017,3.12421243,-0.99339025

beale,2.9362413903240587,0.47941021515765286,0.001097449744319606

bukin_function,-1.4906418615439108,-4.543734565777536e-06,0.29825396166740736

camel6,-0.033061755346105975,0.7094083868511479,-1.019041959389851

crossit,-1.3455725162914356,-1.363171987927323,-2.062587132820668

eggholder,5.0,5.0,-49.033064282382774

holdertable,4.976938522981838,3.3249640622395535,-2.3464484848282345

levy13,1.0111163038138655,0.9748411736125461,0.011715420037400141

michalewicz,-4.950028254979025,1.6039858365747666,-1.8988755082115012

rosenbrock,0.28095234958076054,0.06663431503794331,0.5321582965089169

schewefel,5.0,5.0,830.0983086845278

stybtang,-2.8391478008909448,2.6865989891112343,-64.07361875740358

mccormick_function,-3.648382183253773,-4.74325437056275,-5.045729556913833

bukin_function,4.724316359318109,-1.1734211439526802e-06,0.2555677294922352

eggholder,600.0,355.4640225175381,-992.4448425754217

holdertable,7.800237699605551,9.709521563881994,-18.576486122955124

schewefel,209.83664898065285,414.11317099664365,227.66637448573567

shubert,4.805650546870779,5.463673187660186,-179.6844418117344

mccormick_function,-3.62497006577869,-4.70039434536429,-5.04793457882848

aggregation,9.940811507083216,4.798534169272626,34.212090900128594,18.64217690593542,19.350118847252734,5.586098142859987,33.212526041194025,5.806096945936633,7.158376490870224,25.16006285104508,31.889400170532515,21.655104439988072,17.968090756550858,21.675459520938148,3201.739359367978

